"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"ABI3";186.993039406176;-1.56516993582984;0.478153807275589;-3.2733608140607;0.00106276717840184;0.00719967004281467
"ABI3BP";9787.26114165513;0.392539905971063;0.427084995902149;0.919114250646723;0.358035816157379;0.527258828726484
"ABITRAM";93.9037187940507;0.76393583076624;0.993272043554348;0.769110371849945;0.441827791490388;0.605290113579083
"ABL1";1932.5782947971;-0.134998740496602;0.363963106830137;-0.370913254566777;0.710702142538177;0.818752025439576
"ABL2";1957.97957591421;0.656778882930013;0.232962851802463;2.81924297306816;0.00481370652113272;0.0233644592011368
"ABLIM1";3770.44146200339;0.00448358290169052;0.476408991342694;0.00941120546246231;0.992491055308646;0.995836474673021
"ABLIM2";83.6301152131331;-0.864050825225113;0.713267109065658;-1.21139866712342;0.225742649974801;0.38738697393714
"ABLIM3";749.456495442388;-1.22909960453462;0.614524296036836;-2.00008301130041;0.0454913009197363;0.127534229061459
"ABO";169.373925634897;0.346345436949832;0.580866749835799;0.596256261952914;0.551004045210186;0.698304929635378
"ABR";3452.60749918749;-1.1612276534727;0.307499055033658;-3.77636169758502;0.000159135855307875;0.0015813679612657
"ABRA";29.7953918347538;0.362329101198802;0.92467120135634;0.3918464213737;0.695171692984517;0.808756007984788
"ABRACL";264.927117851208;1.06108110186165;0.612462608451329;1.73248307279475;0.0831875883776794;0.194925731923836
"ABRAXAS1";502.422440407549;0.0358119109043311;0.335240330914789;0.106824590008634;0.914928139090273;0.952256116189211
"ABRAXAS2";304.454726392357;1.25189639077955;0.580655856241133;2.15600407250464;0.0310833471563263;0.0970150666174916
"ABT1";170.712628286537;0.850152261465375;0.96928073913707;0.877096002363822;0.380434495859682;0.549738679156975
"ABT1P1";3.79031453279972;1.15517193550856;1.86575645364886;0.619144011668508;0.535821491697229;0.685551032851367
"ABTB1";543.831945896151;-0.709357476818744;0.460444969345763;-1.54059121946029;0.123416306274515;0.254970822040838
"ABTB2";196.392178387924;-1.6646578029713;0.442807431881165;-3.75932670303068;0.00017037124124026;0.00166972188466622
"ACAA1";513.886307810988;0.496511773379506;0.463332744359155;1.0716095061795;0.283895461784555;0.450857287004815
"ACAA2";409.491550764773;-0.405879980103413;0.244285291686118;-1.66149986887024;0.09661309523367;0.215676244833257
"ACACA";1165.62806292228;0.597172358995137;0.382271452403174;1.56216833676952;0.118248337638584;0.247604079664245
"ACACB";1343.89604089028;0.0726687054530527;0.651127669125126;0.111604388661125;0.911137092117197;0.94970859941065
"ACAD10";303.618663277024;0.154345492462304;0.519904599240383;0.29687271989479;0.766563684114742;0.856825988678161
"ACAD8";227.418408180046;0.874728663093575;0.785256429936744;1.11394014712371;0.265304864623683;0.431299408443006
"ACAD9";806.592688693403;0.23974741232776;0.427477451329777;0.560842242279599;0.574905086859604;0.717965375850215
"ACADL";291.500058227697;-1.01576234074427;0.434137694463343;-2.33972390257405;0.0192980002766982;0.0680961283649095
"ACADM";1043.2905929672;-0.389615994274825;0.448026001552832;-0.869628086147765;0.384503683865804;0.553765270870855
"ACADS";135.002515313537;-1.09859085819591;0.755024567913582;-1.45503988198918;0.145658220759604;0.286107072613491
"ACADSB";933.301283281986;-0.0667090877930771;0.284400501022808;-0.234560373674332;0.814549968728639;0.888843058287683
"ACADVL";1642.91080017604;-1.47886358967351;0.297569777444259;-4.96980440142492;6.702047642418e-07;1.61519639043223e-05
"ACAN";212.982989347223;3.94577141210737;0.848747617820949;4.64893371039749;3.33655415471283e-06;6.54962953362132e-05
"ACAP1";209.934006104758;-0.344951206156682;0.383456843462834;-0.899582865809816;0.368342278871941;0.537711231377471
"ACAP2";2712.87135296288;1.52848731850399;0.318216186835163;4.80329845475696;1.56072980280896e-06;3.36874406788115e-05
"ACAP3";1139.38681200001;-3.25362829172331;0.606969873330662;-5.36044445479556;8.30174501313102e-08;2.71426233675222e-06
"ACAT1";700.343362470184;-0.66506767375231;0.399817711470017;-1.66342724364822;0.0962269434478393;0.215271900470299
"ACAT2";90.2123054890731;-0.382789709949619;0.616728816437307;-0.620677516190832;0.53481182571752;0.684970477662661
"ACBD3";1375.35929002508;-0.421312716389065;0.277027794853756;-1.5208319317254;0.128302019010229;0.26236598658259
"ACBD4";175.129528455175;-1.13827243822656;0.607972548860502;-1.872243147096;0.061172972263053;0.157912730884588
"ACBD5";825.046607782732;-0.0487598612055136;0.348305940662422;-0.139991471614811;0.88866672869904;0.936466724990683
"ACBD6";491.337826254923;0.441460575903257;0.410155449672643;1.0763250281219;0.281781919067654;0.448691304901021
"ACBD7";313.434791793111;-0.390760094255081;0.402202365621481;-0.971550959555598;0.331273989652553;0.499692062443693
"ACCS";347.900236899923;0.36635545885073;0.639553074698267;0.57283042384492;0.566759517326368;0.710506745462133
"ACD";101.225326067235;-1.85342754753325;1.06020544679695;-1.74817772643288;0.0804332572156875;0.190413563025382
"ACE";215.377949515328;0.643900400598559;0.45020286088897;1.43024502182663;0.152646707898551;0.296002522346009
"ACE2";68.0901226283836;0.805839048819984;0.819845491508179;0.982915753232444;0.325648903907481;0.494197362618383
"ACER1";6.6130838438145;0.690545639936821;1.08779811223612;0.634810478313213;0.525552028499793;0.6775880571724
"ACER2";49.910338404989;0.197269127770668;0.646242393553968;0.305255628133275;0.760171467695479;0.852595869515164
"ACER3";1661.095398895;0.652440522920767;0.304038475278564;2.14591433641085;0.0318798137911505;0.0988358473885753
"ACHE";10.8685419190539;2.13694621080973;2.1512003421738;0.993373870817787;0.320527790209949;0.489105298236208
"ACIN1";2443.85606491726;-0.546574341576397;0.22206321596124;-2.46134569928862;0.0138416922711296;0.0529456675595337
"ACKR1";314.023462789313;1.0374606689749;0.670161159843175;1.54807638989057;0.121603905760192;0.25251572036121
"ACKR2";196.555733694348;-1.15962416069234;0.369039616942513;-3.14227553751494;0.00167640194934665;0.0102874339931599
"ACKR3";1902.22152848652;0.570671657674942;0.441127416746755;1.29366626514297;0.195780722649492;0.350885220391936
"ACKR4";83.854801944202;0.183325348357355;0.659464945118793;0.277991043670003;0.781019234005856;0.867119495149567
"ACKR4P1";3.79922480994971;1.38268104468776;1.82835636803884;0.756242638939625;0.449503732464051;0.611771696483078
"ACLY";1105.06833335552;-0.423363281448946;0.37183881963303;-1.13856665602254;0.254883942497338;0.420183047308353
"ACMSD";23.0960731077822;0.739017721985739;1.04968044784198;0.704040666380963;0.481407448709854;0.63897179269728
"ACO1";1166.97597055468;1.33839010934318;0.427856133944698;3.12813117111035;0.00175921651016899;0.0106993002376719
"ACO2";988.208421125089;-0.00416746412255325;0.250251860427791;-0.0166530794833222;0.986713379112087;0.992536018208073
"ACOT1";25.00060705222;1.62208441744915;0.838516597409172;1.93446906413186;0.0530554820962816;0.142698515626318
"ACOT11";1094.968870181;-0.328645260103164;0.372318886990125;-0.882698330885053;0.377399284208579;0.546810848111581
"ACOT13";303.993008399;0.382875586546417;0.316334595576137;1.21035002778969;0.226144608557902;0.387843157028016
"ACOT2";142.212188059954;-0.772770464958511;0.450614096059565;-1.71492741065153;0.0863585364092609;0.199735880336046
"ACOT4";19.3322655614099;0.325556476733081;0.968715061789658;0.336070419026654;0.73681776459402;0.836224577989695
"ACOT8";229.456197172151;-0.973816676910724;0.976752594636704;-0.996994205347289;0.318767322636828;0.487276422370575
"ACOT9";709.557342762615;-0.249963924251488;0.268551561487883;-0.93078559240761;0.35196448389784;0.521320435711735
"ACOX1";995.213188048035;-0.172717429384792;0.439746487478928;-0.392765910138323;0.694492385157258;0.808201431297489
"ACOX2";173.382655409874;0.184076229143638;0.525712231469023;0.350146369296496;0.726228853131614;0.828951561676946
"ACOX3";277.030499139169;-0.17604072547657;0.567595934652701;-0.310151491103059;0.756445757241641;0.849611656384934
"ACOXL";138.007059441638;0.178818599821041;0.485323745614304;0.36845219595571;0.712536083821859;0.819587038222686
"ACP1";544.94902708894;0.964494927060286;0.397433689474343;2.42680716960848;0.0152323495802496;0.0570290933036414
"ACP2";540.154286351324;-0.288950887778713;0.4333120859834;-0.666842437876941;0.504872782148741;0.659236792403724
"ACP3";275.727327634385;-0.438094642221203;0.513667509199505;-0.852875905863553;0.393728124417886;0.561864528725271
"ACP4";3.21073556079259;2.64099751368872;1.95666380538095;1.34974516645415;0.17709773904021;0.327655284909875
"ACP5";363.507086278943;-0.510715210957146;0.58152195071419;-0.878238921729295;0.379814074001677;0.549272126161224
"ACP6";266.728532984648;0.659039762408713;0.704364902894231;0.935651052033857;0.349452880159146;0.518833338933522
"ACP7";80.1049280722092;-1.5702337625536;0.656365731682148;-2.39231526991724;0.0167424538848004;0.061212007383769
"ACR";2.80320075729752;2.09672473605693;1.91935371423297;1.09241184702365;0.274652118064988;0.440823431187414
"ACRBP";25.1905273961478;-0.386803747344959;0.994899430375122;-0.388786781392684;0.697433879992125;0.810111898809723
"ACSBG1";148.928868217155;1.13966387503983;0.832664909979092;1.36869449088283;0.17109479311714;0.319812656386944
"ACSBG2";20.2049090444992;2.84098585104148;1.04062575127955;2.73007452251514;0.00633200100407432;0.0289313695361417
"ACSF2";249.043731386238;-0.108572617396224;0.672635513749814;-0.161413745151445;0.871767541559997;0.924323862247346
"ACSF3";815.894221754946;0.0949735912564437;0.404670661058356;0.234693543159404;0.814446599597143;0.888842868974092
"ACSL1";2193.15727173401;1.83426602248247;0.614794479379334;2.98354341817489;0.002849316064079;0.0156074593743454
"ACSL3";1298.17660500163;0.827304383133137;0.411604474195387;2.009949927659;0.0444364887047908;0.125480396873267
"ACSL4";1797.68541422388;1.22407442261192;0.291565190640708;4.19828725069013;2.68941352966918e-05;0.000369659982327513
"ACSL5";501.716186566002;2.52147064746101;0.938283332476247;2.68732328518139;0.00720272032802168;0.032093622480354
"ACSL6";131.37759434378;0.0316746921122633;0.487272310092597;0.0650040879734047;0.948170745408954;0.971603419125324
"ACSM1";8.15240592908916;2.9041579272441;1.83696462716855;1.5809547360313;0.113888387618826;0.241346604055119
"ACSM2A";316.166730252026;0.584507692824463;0.447442604973894;1.30632998808544;0.191440363326251;0.345559472004593
"ACSM2B";131.185460851453;0.584840911444127;0.509245929604007;1.14844494073601;0.25078493025884;0.415661485006425
"ACSM3";134.789503857321;1.70516534404623;0.754768677562822;2.25918933142837;0.023871610173768;0.0796383386453014
"ACSM4";8.23144214150361;1.91943442042731;1.14125847210365;1.6818577625884;0.0925964246850802;0.209677875023854
"ACSM5";178.995175537276;-1.07702529974623;0.690373852564966;-1.56006096659763;0.118745474578167;0.248349386009539
"ACSM5P1";6.9569252982597;-2.20456095338925;1.47243618850218;-1.49722002936631;0.134336015335356;0.270544026037396
"ACSM6";71.8832740259829;0.145799388016786;0.751137425626308;0.194104810974126;0.846093814659144;0.907825637772149
"ACSS1";592.875732940784;0.135504947772681;0.546702271554367;0.247858761199982;0.804243688205252;0.882182164644459
"ACSS2";378.98573946455;0.784192393870627;0.398273133965101;1.96898140244464;0.0489552267436299;0.13454086291511
"ACSS3";505.755794490635;0.32422933899984;0.382769323635283;0.847061974351888;0.396960578669856;0.564805981662526
"ACTA1";10.6648609525862;-1.09374700934814;1.26714500349242;-0.863158522768614;0.38805031492609;0.556462142715411
"ACTA2";1717.37927416121;0.191248162993959;0.540039190869309;0.354137563027794;0.723235792607088;0.827313716533166
"ACTB";32740.3469828932;-0.247476920480993;0.312939430503718;-0.790814120427859;0.429052468757997;0.594615124967808
"ACTBP4";28.0572238502127;5.37290505261182;1.04036073246934;5.16446352205066;2.4112949320643e-07;6.85055073006985e-06
"ACTC1";3.5177748978356;1.68033175810728;1.73533885262161;0.968301813544235;0.332893659320393;0.501111868177667
"ACTE1P";42.9672414812276;-1.75276151066786;0.664965116738212;-2.63586986226513;0.00839219104201113;0.036126453300641
"ACTG1";16723.7550266343;-0.634527965643376;0.364407209851567;-1.74126073384178;0.0816378856964798;0.192244881500972
"ACTG1P1";14.3651801950057;2.552679834403;1.40719111462687;1.81402498059396;0.0696738799437069;0.172489555808998
"ACTG1P14";33.078348467168;1.12370179835115;1.25833702688556;0.8930054304548;0.371854264552779;0.541280091854753
"ACTG1P17";47.6871957155358;-1.13829698162401;0.820232515771712;-1.38777353949819;0.165206014611573;0.31248755267576
"ACTG1P20";13.5509445758131;0.545143590188039;1.5076320327316;0.36158928594819;0.717658972253739;0.823502747816879
"ACTG1P22";15.0048669368989;3.22335002839634;1.33842097529009;2.40832300741379;0.0160259949162904;0.0592771592378516
"ACTG1P25";31.8090758347173;-1.79006938021844;0.917999616154363;-1.94996746046291;0.051179997534622;0.139197309536411
"ACTG1P3";35.276452444466;3.2823456751617;0.977722024561763;3.35713586551651;0.000787544028586711;0.00566558060736116
"ACTG1P9";32.9746891283871;0.0468724770993589;0.648294473553755;0.0723012134322511;0.942362199046513;0.968709343699086
"ACTG2";50.1347064016223;0.275624686631534;0.582663494398666;0.473042655462722;0.636182747339209;0.765491928382092
"ACTL10";19.1032511718952;-1.10161347572806;0.838084502057826;-1.31444200796359;0.188697501660443;0.3418770869473
"ACTL11P";12.4074057527864;-0.298594132119129;1.05802260978305;-0.282219046510126;0.777775554671363;0.864855824290151
"ACTL6A";328.333980153384;0.539390187296093;0.515241138650808;1.04686941091024;0.295159811661388;0.462388444252197
"ACTL6B";3.57270723008515;-5.85242204126747;3.40162034937122;-1.72048066514809;0.0853451052869216;0.198174732779411
"ACTL7B";5.41591706045957;-3.34591766939342;2.78450732484548;-1.20161927373601;0.229511070562875;0.392133024184527
"ACTN1";1793.95637303308;0.541794445816205;0.250206815816635;2.1653864386063;0.0303581037224609;0.095483680908494
"ACTN2";37.0292546904837;-0.258396080197274;0.476254481601909;-0.542558842340222;0.587433583178474;0.727823531273621
"ACTN3";3.50525970670326;0.000942693285558349;2.50448841075492;0.000376401536341785;0.999699675032582;0.999891885083712
"ACTN4";2849.88763715005;-1.02412715538837;0.324221728344919;-3.15872461915591;0.00158461144756514;0.00990295859907844
"ACTR10";577.460468582361;0.250151099522526;0.35291081087966;0.708822432781255;0.478434675014925;0.636422649418479
"ACTR1A";1313.79356043881;0.0493780411806615;0.242083398192169;0.203971199798941;0.838376005000521;0.903082422021626
"ACTR1AP1";2.64505171746899;0.1097000535235;2.49982904396246;0.0438830222364388;0.964997648555831;0.980633501620172
"ACTR1B";451.145964036187;-0.364091142678312;0.333323662953503;-1.09230511705105;0.274699011943507;0.44086240397532
"ACTR2";4556.34143437937;0.550331969897335;0.397635711317506;1.38401042520525;0.166355262572231;0.313935227612807
"ACTR3";4079.86899552809;1.16069347321344;0.327442325837507;3.54472644990137;0.000393020741085329;0.00326393341111644
"ACTR3B";191.398286286508;1.09318384523839;0.459980891915191;2.37658534181013;0.0174737187654992;0.063213644586709
"ACTR3BP4";7.75401411167201;4.86208891316177;1.41224122528278;3.44281757685428;0.000575687499024594;0.00444159051471818
"ACTR3C";123.778029651668;1.89673997977526;0.588443467792989;3.22331724896047;0.00126715126411363;0.00829408100147102
"ACTR5";135.901431512769;0.428092687647873;0.462661121246651;0.925283469884756;0.354818474875844;0.524495972644814
"ACTR6";287.476627708369;-0.157009592454319;0.475925410394174;-0.329903781191846;0.741472666334465;0.839174376198761
"ACTR8";490.21722435653;1.11790435561961;0.345538929153126;3.23524865449882;0.00121536837837745;0.00801299402920988
"ACTRT1P1";2.78609836678713;-5.49060596570455;3.4067697236497;-1.61167510900103;0.107032656884582;0.23146590198305
"ACTRT3";30.9823262882586;0.178868597005762;0.7764206060372;0.230375901431436;0.817799685446714;0.890363681741486
"ACVR1";1262.41465452324;0.602949301924569;0.411567876378442;1.46500574153204;0.14291935129485;0.282300043797613
"ACVR1B";247.490916899471;-0.123037526398799;0.477796456990238;-0.25751033645968;0.796784836954078;0.877281483284317
"ACVR2A";555.438845508675;1.28857610217493;0.279532725746932;4.60975042808229;4.03152642744372e-06;7.67953801995582e-05
"ACVR2B";524.602324972899;-0.155469560373803;0.48312280522074;-0.321801328138026;0.747603208071026;0.84256199978299
"ACVRL1";487.433450410989;0.0332318105549966;0.434457676795673;0.0764903288165987;0.939029007921178;0.966556282719858
"ACY1";141.485302584517;-1.54125676814776;0.568813628029872;-2.70959887773085;0.00673646226484487;0.0304563184869572
